Name,OnTerritoryOfMoscow,AdmArea,District,Longitude_WGS84,Latitude_WGS84,VestibuleType,NameOfStation,Line,CulturalHeritageSiteStatus,ModeOnEvenDays,ModeOnOddDays,FullFeaturedBPAAmount,LittleFunctionalBPAAmount,BPAAmount,RepairOfEscalators,ObjectStatus,global_id,geoData,longitude,latitude,x,y
"Профсоюзная, вход-выход 1 в южный вестибюль",да,Юго-Западный административный округ,район Черёмушки,37.5623706,55.6770979,подземный,Профсоюзная,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10",,2.0,2.0,[],действует,1773847,"{'coordinates': [37.5623706, 55.6770979], 'type': 'Point'}",37.5623706,55.6770979,4181423.96818023,7494401.699101691
"Профсоюзная, вход-выход 6 в северный вестибюль",да,Юго-Западный административный округ,Академический район,37.5635613,55.6788868,подземный,Профсоюзная,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10",,2.0,2.0,[],действует,1773848,"{'coordinates': [37.5635613, 55.6788868], 'type': 'Point'}",37.5635613,55.6788868,4181556.5162979173,7494754.881326698
"Профсоюзная, вход-выход 7 в северный вестибюль",да,Юго-Западный административный округ,Академический район,37.5640979,55.6786988,подземный,Профсоюзная,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10",,2.0,2.0,[],действует,1773849,"{'coordinates': [37.5640979, 55.6786988], 'type': 'Point'}",37.5640979,55.6786988,4181616.2503366773,7494717.763758899
"Пушкинская, вход-выход 4 в совмещенный вестибюль",да,Центральный административный округ,Тверской район,37.6038161,55.7654151,"наземный, встроенный в здание",Пушкинская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:57:50; последний поезд по 1 пути в 01:29:00, по 2 пути в 01:37:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:57:50; последний поезд по 1 пути в 01:29:00, по 2 пути в 01:37:00",4.0,2.0,6.0,[{'RepairOfEscalators': '31.10.2022-23.12.2022'}],действует,1773850,"{'coordinates': [37.6038161, 55.7654151], 'type': 'Point'}",37.6038161,55.7654151,4186037.660135903,7511857.469637241
"Полянка, вход-выход 1 в вестибюль",да,Центральный административный округ,район Якиманка,37.6186237,55.7368106,подземный,Полянка,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:31:00, по 2 пути в 01:32:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:31:00, по 2 пути в 01:32:00",2.0,2.0,4.0,[],действует,1773852,"{'coordinates': [37.6186237, 55.7368106], 'type': 'Point'}",37.6186237,55.7368106,4187686.034627773,7506199.506760016
"Пражская, вход-выход 12 в северный вестибюль",да,Южный административный округ,район Чертаново Центральное,37.604379,55.613775,подземный,Пражская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50",1.0,2.0,3.0,[{'RepairOfEscalators': '10.10.2022-30.12.2022'}],действует,1773854,"{'coordinates': [37.604379, 55.613775], 'type': 'Point'}",37.604379,55.613775,4186100.32187727,7481910.260574587
"Пражская, вход-выход 1 в южный вестибюль",да,Южный административный округ,район Чертаново Центральное,37.604446,55.6114647,подземный,Пражская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50",2.0,5.0,7.0,[],действует,1773855,"{'coordinates': [37.604446, 55.6114647], 'type': 'Point'}",37.604446,55.6114647,4186107.7802831535,7481454.899145098
"Пражская, вход-выход 2 в южный вестибюль",да,Южный административный округ,район Чертаново Центральное,37.6047469,55.6110863,подземный,Пражская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50",2.0,5.0,7.0,[],действует,1773856,"{'coordinates': [37.6047469, 55.6110863], 'type': 'Point'}",37.6047469,55.6110863,4186141.276317933,7481380.318849139
"Пражская, вход-выход 10 в северный вестибюль",да,Южный административный округ,район Чертаново Центральное,37.6048726,55.6136747,подземный,Пражская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50",1.0,2.0,3.0,[{'RepairOfEscalators': '10.10.2022-30.12.2022'}],действует,1773857,"{'coordinates': [37.6048726, 55.6136747], 'type': 'Point'}",37.6048726,55.6136747,4186155.2691779253,7481890.490831068
"Пражская, вход-выход 5 в южный вестибюль",да,Южный административный округ,район Чертаново Центральное,37.6025606,55.6114306,подземный,Пражская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50",2.0,5.0,7.0,[],действует,1773858,"{'coordinates': [37.6025606, 55.6114306], 'type': 'Point'}",37.6025606,55.6114306,4185897.898515211,7481448.178216831
"Пражская, вход-выход 8 в южный вестибюль",да,Южный административный округ,район Чертаново Центральное,37.6024484,55.6109456,подземный,Пражская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50",2.0,5.0,7.0,[],действует,1773859,"{'coordinates': [37.6024484, 55.6109456], 'type': 'Point'}",37.6024484,55.6109456,4185885.4084683442,7481352.587934263
"Первомайская, вход-выход 1 в северный вестибюль",да,Восточный административный округ,район Измайлово,37.799006,55.795712,подземный,Первомайская,Арбатско-Покровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 02:04:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 02:04:00",,3.0,3.0,[],действует,1773860,"{'coordinates': [37.799006, 55.795712], 'type': 'Point'}",37.799006,55.795712,4207766.100411892,7517854.717314995
"Первомайская, вход-выход 4 в южный вестибюль",да,Восточный административный округ,район Измайлово,37.799096,55.793647,подземный,Первомайская,Арбатско-Покровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 02:04:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 02:04:00",,4.0,4.0,[],действует,1773861,"{'coordinates': [37.799096, 55.793647], 'type': 'Point'}",37.799096,55.793647,4207776.119166063,7517445.804059638
"Первомайская, вход-выход 2 в северный вестибюль",да,Восточный административный округ,район Измайлово,37.79961,55.795727,подземный,Первомайская,Арбатско-Покровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 02:04:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 02:04:00",,3.0,3.0,[],действует,1773862,"{'coordinates': [37.79961, 55.795727], 'type': 'Point'}",37.79961,55.795727,4207833.337384331,7517857.687708519
"Первомайская, вход-выход 3 в южный вестибюль",да,Восточный административный округ,район Измайлово,37.799751,55.79365,подземный,Первомайская,Арбатско-Покровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 02:04:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 02:04:00",,4.0,4.0,[],действует,1773863,"{'coordinates': [37.799751, 55.79365], 'type': 'Point'}",37.799751,55.79365,4207849.033432534,7517446.398106751
"Перово, вход-выход 6 в западный вестибюль",да,Восточный административный округ,район Перово,37.784385,55.751195,подземный,Перово,Калининская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35",2.0,,2.0,[],действует,1773864,"{'coordinates': [37.784385, 55.751195], 'type': 'Point'}",37.784385,55.751195,4206138.498137004,7509044.218864583
"Перово, вход-выход 5 в западный вестибюль",да,Восточный административный округ,район Перово,37.784195,55.750977,подземный,Перово,Калининская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35",2.0,,2.0,[],действует,1773865,"{'coordinates': [37.784195, 55.750977], 'type': 'Point'}",37.784195,55.750977,4206117.347433752,7509001.098551687
"Перово, вход-выход 8 в западный вестибюль",да,Восточный административный округ,район Перово,37.7850385,55.7511446,подземный,Перово,Калининская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35",2.0,,2.0,[],действует,1773866,"{'coordinates': [37.7850385, 55.7511446], 'type': 'Point'}",37.7850385,55.7511446,4206211.245424237,7509034.249743304
"Перово, вход-выход 1 в восточный вестибюль",да,Восточный административный округ,район Перово,37.788378,55.751753,подземный,Перово,Калининская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35",,1.0,1.0,[],действует,1773867,"{'coordinates': [37.788378, 55.751753], 'type': 'Point'}",37.788378,55.751753,4206582.996863741,7509154.5921394285
"Перово, вход-выход 2 в восточный вестибюль",да,Восточный административный округ,район Новогиреево,37.788346,55.75124,подземный,Перово,Калининская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35",,1.0,1.0,[],действует,1773868,"{'coordinates': [37.788346, 55.75124], 'type': 'Point'}",37.788346,55.75124,4206579.434640036,7509053.119876606
"Пионерская, вход-выход 2 в восточный вестибюль",да,Западный административный округ,район Фили-Давыдково,37.467458,55.736059,наземный отдельностоящий,Пионерская,Филёвская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:10, по 2 пути в 05:56:20; последний поезд по 1 пути в 01:22:30, по 2 пути в 02:00:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:10, по 2 пути в 05:56:20; последний поезд по 1 пути в 01:22:30, по 2 пути в 02:00:00",1.0,,1.0,[],действует,1773869,"{'coordinates': [37.467458, 55.736059], 'type': 'Point'}",37.467458,55.736059,4170858.3458783645,7506050.89639028
"Планерная, вход-выход 2 в 1-й вестибюль",да,Северо-Западный административный округ,район Северное Тушино,37.4367687,55.8595651,наземный отдельностоящий,Планерная,Таганско-Краснопресненская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:30; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:30; последний поезд по 1 пути в 01:03:00,1.0,2.0,3.0,[],действует,1773871,"{'coordinates': [37.4367687, 55.8595651], 'type': 'Point'}",37.4367687,55.8595651,4167442.0286295624,7530509.683826424
"Площадь Ильича, вход-выход 1 в вестибюль",да,Центральный административный округ,Таганский район,37.6807937,55.747275,подземный,Площадь Ильича,Калининская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:10, по 2 пути в 05:46:10; последний поезд по 1 пути в 01:19:45, по 2 пути в 01:08:35","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:10, по 2 пути в 05:46:10; последний поезд по 1 пути в 01:19:45, по 2 пути в 01:08:35",2.0,2.0,4.0,[{'RepairOfEscalators': '03.11.2022-18.11.2022'}],действует,1773872,"{'coordinates': [37.6807937, 55.747275], 'type': 'Point'}",37.6807937,55.747275,4194606.767370391,7508268.88121922
"Площадь Революции, вход-выход 11 в восточный вестибюль",да,Центральный административный округ,Тверской район,37.623306,55.756397,"наземный, встроенный в здание",Площадь Революции,Арбатско-Покровская линия,выявленный объект культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 01:25:00, по 2 пути в 01:44:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 01:25:00, по 2 пути в 01:44:00",2.0,2.0,4.0,[],действует,1773873,"{'coordinates': [37.623306, 55.756397], 'type': 'Point'}",37.623306,55.756397,4188207.265879514,7510073.243875304
"Полежаевская, вход-выход 3 во 2-й вестибюль",да,Северный административный округ,Хорошёвский район,37.5172062,55.7776443,подземный,Полежаевская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35",,3.0,3.0,[],действует,1773875,"{'coordinates': [37.5172062, 55.7776443], 'type': 'Point'}",37.5172062,55.7776443,4176396.290170246,7514277.669035608
"Полежаевская, вход-выход 1 во 2-й вестибюль",да,Северный административный округ,Хорошёвский район,37.5171557,55.7770229,подземный,Полежаевская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35",,3.0,3.0,[],действует,1773876,"{'coordinates': [37.5171557, 55.7770229], 'type': 'Point'}",37.5171557,55.7770229,4176390.6685359613,7514154.673593789
"Полежаевская, вход-выход 4 во 2-й вестибюль",да,Северный административный округ,Хорошёвский район,37.5176384,55.7775861,подземный,Полежаевская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35",,3.0,3.0,[],действует,1773877,"{'coordinates': [37.5176384, 55.7775861], 'type': 'Point'}",37.5176384,55.7775861,4176444.402454167,7514266.149263418
"Петровско-Разумовская, вход-выход 2 в вестибюль 1",да,Северный административный округ,Тимирязевский район,37.57345276,55.83326172,подземный,Петровско-Разумовская,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:55:00","открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 06:02:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:55:00",1.0,3.0,4.0,[],действует,1773878,"{'coordinates': [37.57345276, 55.83326172], 'type': 'Point'}",37.57345276,55.83326172,4182657.6285883193,7525294.133159483
"Печатники, вход-выход 5 в вестибюль",да,Юго-Восточный административный округ,район Печатники,37.727827,55.692654,подземный,Печатники,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00",1.0,4.0,5.0,[],действует,1773879,"{'coordinates': [37.727827, 55.692654], 'type': 'Point'}",37.727827,55.692654,4199842.490376717,7497473.477928125
"Печатники, вход-выход 3 в вестибюль",да,Юго-Восточный административный округ,район Печатники,37.7278293,55.6928903,подземный,Печатники,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00",1.0,4.0,5.0,[],действует,1773880,"{'coordinates': [37.7278293, 55.6928903], 'type': 'Point'}",37.7278293,55.6928903,4199842.746411547,7497520.148232582
"Печатники, вход-выход 4 в вестибюль",да,Юго-Восточный административный округ,район Печатники,37.728458,55.692389,подземный,Печатники,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00",1.0,4.0,5.0,[],действует,1773881,"{'coordinates': [37.728458, 55.692389], 'type': 'Point'}",37.728458,55.692389,4199912.732975409,7497421.139581156
"Печатники, вход-выход 2 в вестибюль",да,Юго-Восточный административный округ,район Печатники,37.7284457,55.692675,подземный,Печатники,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00",1.0,4.0,5.0,[],действует,1773882,"{'coordinates': [37.7284457, 55.692675], 'type': 'Point'}",37.7284457,55.692675,4199911.363745672,7497477.625510414
"Пионерская, вход-выход 1 в западный вестибюль",да,Западный административный округ,район Фили-Давыдково,37.466756,55.735944,наземный отдельностоящий,Пионерская,Филёвская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:10, по 2 пути в 05:56:20; последний поезд по 1 пути в 01:22:30, по 2 пути в 02:00:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:10, по 2 пути в 05:56:20; последний поезд по 1 пути в 01:22:30, по 2 пути в 02:00:00",1.0,,1.0,[],действует,1773883,"{'coordinates': [37.466756, 55.735944], 'type': 'Point'}",37.466756,55.735944,4170780.1995958267,7506028.158227965
"Полежаевская, вход-выход 7 в 1-й вестибюль",да,Северный административный округ,Хорошёвский район,37.5215,55.777657,подземный,Полежаевская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35",2.0,7.0,9.0,[],действует,1773884,"{'coordinates': [37.5215, 55.777657], 'type': 'Point'}",37.5215,55.777657,4176874.2737998147,7514280.182802617
"Полежаевская, вход-выход 6 в 1-й вестибюль",да,Северный административный округ,Хорошёвский район,37.521486,55.77796,подземный,Полежаевская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35",2.0,7.0,9.0,[{'RepairOfEscalators': '12.09.2022-14.09.2022'}],действует,1773886,"{'coordinates': [37.521486, 55.77796], 'type': 'Point'}",37.521486,55.77796,4176872.715326944,7514340.157171809
"Тёплый стан, вход-выход 5 в северный вестибюль",да,Юго-Западный административный округ,район Ясенево,37.5071612,55.6196587,подземный,Тёплый стан,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10",2.0,3.0,5.0,[],действует,1773887,"{'coordinates': [37.5071612, 55.6196587], 'type': 'Point'}",37.5071612,55.6196587,4175278.0858852277,7483070.062337021
"Тургеневская, вход-выход 4 в вестибюль",да,Центральный административный округ,Красносельский район,37.6366194,55.7654719,подземный,Тургеневская,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:20, по 2 пути в 05:47:35; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:25:05","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:20, по 2 пути в 05:47:35; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:25:05",4.0,,4.0,[],действует,1773888,"{'coordinates': [37.6366194, 55.7654719], 'type': 'Point'}",37.6366194,55.7654719,4189689.3067882415,7511868.708791463
"Тургеневская, вход-выход 3 в вестибюль",да,Центральный административный округ,Красносельский район,37.6369063,55.7653368,подземный,Тургеневская,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:20, по 2 пути в 05:47:35; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:25:05","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:20, по 2 пути в 05:47:35; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:25:05",4.0,,4.0,[],действует,1773889,"{'coordinates': [37.6369063, 55.7653368], 'type': 'Point'}",37.6369063,55.7653368,4189721.2443501498,7511841.976252544
"Тушинская, вход-выход 5 в 1-й вестибюль",да,Северо-Западный административный округ,район Покровское-Стрешнево,37.4360367,55.8256692,подземный,Тушинская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:40, по 2 пути в 05:49:10; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:57:40","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:40, по 2 пути в 05:49:10; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:57:40",4.0,2.0,6.0,[],действует,1773890,"{'coordinates': [37.4360367, 55.8256692], 'type': 'Point'}",37.4360367,55.8256692,4167360.542762302,7523789.310791378
